CUSTOMER_ID,LOAN_ACCOUNT_ID,LOAN_STATUS,LOAN_BEHAVIOR,LOAN_TYPE,LOAN_AMOUNT,PRINCIPAL_LOAN_AMOUNT,INTEREST_EARNED,LOAN_START_DATE,MATURITY_DATE,,MSME TYPE
63504258.57,125063835.7,Active,Current,Personal Loans,70000.02,52113.15,0.27,2023-02-13T00:00:00.000,2026-02-13T00:00:00.000,,Small
63504258.57,125063835.7,Active,Current,Personal Loans,69999.64,56978.05,-0.1,2023-02-13T00:00:00.000,2026-02-13T00:00:00.000,,Small
63504258.57,125063835.7,Active,Current,Personal Loans,69998.07,50360.43,-1.68,2023-02-13T00:00:00.000,2026-02-13T00:00:00.000,,Small
63258174.29,132078121.4,Active,Current,Personal Loans,54999.38,42237.5,-0.37,2023-02-15T00:00:00.000,2026-02-15T00:00:00.000,,Small
63258174.29,132078121.4,Active,Amortization Past Due,Personal Loans,55001.34,42239.46,1.59,2023-02-15T00:00:00.000,2026-02-15T00:00:00.000,,Small
63258174.29,132078121.4,Active,Amortization Past Due,Personal Loans,55002.06,42240.18,2.31,2023-02-15T00:00:00.000,2026-02-15T00:00:00.000,,Small
63258174.29,132078121.4,Active,Current,Personal Loans,55000.59,43502.73,0.84,2023-02-15T00:00:00.000,2026-02-15T00:00:00.000,,Small
63258174.29,132078121.4,Active,Current,Personal Loans,54999.7,44768.49,-0.05,2023-02-15T00:00:00.000,2026-02-15T00:00:00.000,,Small
63258174.29,132078121.4,Active,Current,Personal Loans,55000.65,45979.66,0.9,2023-02-15T00:00:00.000,2026-02-15T00:00:00.000,,Small
63210145.71,122922865.7,Active,Current,KN Credit Line,-2.4,-2.4,-2.4,2023-07-19T00:00:00.000,2024-08-01T00:00:00.000,,Small
63210145.71,96999964.29,Active,Current,Auto,1095997.77,1114578.88,-2.05,2022-12-01T00:00:00.000,2027-12-01T00:00:00.000,,Small
63210145.71,122922865.7,Active,Current,KN Credit Line,-0.93,-0.93,-0.93,2023-07-19T00:00:00.000,2024-08-01T00:00:00.000,,Small
63210145.71,122922865.7,Active,Current,KN Credit Line,0.08,0.08,0.08,2023-07-19T00:00:00.000,2024-08-01T00:00:00.000,,Small
63210145.71,122922865.7,Active,Current,KN Credit Line,-1.13,-1.13,-1.13,2023-07-19T00:00:00.000,2024-08-01T00:00:00.000,,Small
63210145.71,96999964.29,Active,Current,Auto,1096000.33,1165944.79,0.51,2022-12-01T00:00:00.000,2027-12-01T00:00:00.000,,Small
63210145.71,96999964.29,Active,Current,Auto,1096000.6,1078641.74,0.78,2022-12-01T00:00:00.000,2027-12-01T00:00:00.000,,Small
63210145.71,122922865.7,Active,Current,KN Credit Line,-0.46,-0.46,-0.46,2023-07-19T00:00:00.000,2024-08-01T00:00:00.000,,Small
63210145.71,96999964.29,Active,Current,Auto,1095999.65,1149183.42,-0.17,2022-12-01T00:00:00.000,2027-12-01T00:00:00.000,,Small
63210145.71,96999964.29,Active,Current,Auto,1096000.47,1131749.33,0.65,2022-12-01T00:00:00.000,2027-12-01T00:00:00.000,,Small
63210145.71,122922865.7,Active,Current,KN Credit Line,-1.43,-1.43,-1.43,2023-07-19T00:00:00.000,2024-08-01T00:00:00.000,,Small
63210145.71,96999964.29,Active,Current,Auto,1096000.61,1097170.2,0.79,2022-12-01T00:00:00.000,2027-12-01T00:00:00.000,,Small
63087717.14,54032092.86,Active,Current,Personal Loans,49999.1,28283.4,-0.65,2022-07-18T00:00:00.000,2025-07-18T00:00:00.000,,Small
63087717.14,54032092.86,Active,Current,Personal Loans,49998.91,30974.79,-0.84,2022-07-18T00:00:00.000,2025-07-18T00:00:00.000,,Small
63087717.14,54032092.86,Active,Current,Personal Loans,49999.43,33574.62,-0.32,2022-07-18T00:00:00.000,2025-07-18T00:00:00.000,,Small
63087717.14,54032092.86,Active,Current,Personal Loans,49999.07,26855.54,-0.68,2022-07-18T00:00:00.000,2025-07-18T00:00:00.000,,Small
63087717.14,54032092.86,Active,Current,Personal Loans,49999.77,29644.38,0.02,2022-07-18T00:00:00.000,2025-07-18T00:00:00.000,,Small
63087717.14,54032092.86,Active,Current,Personal Loans,50000.66,32300.82,0.91,2022-07-18T00:00:00.000,2025-07-18T00:00:00.000,,Small
62907415.71,86468008.57,Active,Current,Personal Loans,200001.38,176265.4,1.64,2023-08-25T00:00:00.000,2026-08-25T00:00:00.000,,Small
62907415.71,86468008.57,Active,Current,Personal Loans,199999.67,171804.31,-0.08,2023-08-25T00:00:00.000,2026-08-25T00:00:00.000,,Small
62907415.71,86468008.57,Active,Current,Personal Loans,199999.24,188513.49,-0.51,2023-08-25T00:00:00.000,2026-08-25T00:00:00.000,,Small
62907415.71,86468008.57,Active,Current,Personal Loans,200000.34,180395.08,0.59,2023-08-25T00:00:00.000,2026-08-25T00:00:00.000,,Small
62907415.71,86468008.57,Active,Current,Personal Loans,199997.16,184434.5,-2.59,2023-08-25T00:00:00.000,2026-08-25T00:00:00.000,,Small
62907415.71,86468008.57,Active,Current,Personal Loans,200002.5,192382.22,2.75,2023-08-25T00:00:00.000,2026-08-25T00:00:00.000,,Small
62856301.43,323864.2857,Active,Current,Auto,499999.67,62209.24,-0.24,2019-09-27T00:00:00.000,2024-08-30T00:00:00.000,,Small
62856301.43,323864.2857,Active,Current,Auto,499999.35,101407.72,-0.55,2019-09-27T00:00:00.000,2024-08-30T00:00:00.000,,Small
62856301.43,323864.2857,Active,Current,Auto,500001.35,91745.31,1.44,2019-09-27T00:00:00.000,2024-08-30T00:00:00.000,,Small
62856301.43,323864.2857,Active,Current,Auto,500001.65,91745.61,1.75,2019-09-27T00:00:00.000,2024-08-30T00:00:00.000,,Small
62856301.43,129983737.1,Active,Current,MTL,2880000.72,2752904.78,0.87,2023-12-14T00:00:00.000,2026-12-14T00:00:00.000,,Small
62856301.43,129983737.1,Active,Current,MTL,2879998.23,2879998.23,-1.62,2023-12-14T00:00:00.000,2026-12-14T00:00:00.000,,Small
62856301.43,323864.2857,Active,Current,Auto,499998.53,72143.7,-1.37,2019-09-27T00:00:00.000,2024-08-30T00:00:00.000,,Small
62856301.43,129983737.1,Active,Current,MTL,2880000.84,2816855.1,0.99,2023-12-14T00:00:00.000,2026-12-14T00:00:00.000,,Small
62856301.43,323864.2857,Active,Current,Auto,499999.28,62208.85,-0.63,2019-09-27T00:00:00.000,2024-08-30T00:00:00.000,,Small
62856301.43,129983737.1,Active,Current,MTL,2880001.58,2685878.07,1.73,2023-12-14T00:00:00.000,2026-12-14T00:00:00.000,,Small
62776317.14,65156465.71,Active,Current,MTL,1000000.53,1000000.53,0.74,2024-03-08T00:00:00.000,2029-03-08T00:00:00.000,,Small
62776317.14,130029037.1,Active,Current,Personal Loans,155999.79,150922.36,0.08,2024-02-15T00:00:00.000,2026-02-15T00:00:00.000,,Small
62776317.14,130029037.1,Active,Current,Personal Loans,156002,156002,2.29,2024-02-15T00:00:00.000,2026-02-15T00:00:00.000,,Small
62199060,96400135.71,Active,Principal Past Due,Personal Loans,110000.26,103683.09,0.51,2023-03-02T00:00:00.000,2026-03-02T00:00:00.000,,Small
62199060,96400135.71,Active,Principal Past Due,Personal Loans,110001.09,103683.92,1.34,2023-03-02T00:00:00.000,2026-03-02T00:00:00.000,,Small
62199060,96400135.71,Active,Principal Past Due,Personal Loans,110000.44,103683.27,0.69,2023-03-02T00:00:00.000,2026-03-02T00:00:00.000,,Small
62199060,96400135.71,Active,Principal Past Due,Personal Loans,110000.93,103683.76,1.18,2023-03-02T00:00:00.000,2026-03-02T00:00:00.000,,Small
62199060,96400135.71,Active,Principal Past Due,Personal Loans,109999.57,103682.4,-0.18,2023-03-02T00:00:00.000,2026-03-02T00:00:00.000,,Small
62199060,96400135.71,Active,Principal Past Due,Personal Loans,110001.13,103683.96,1.38,2023-03-02T00:00:00.000,2026-03-02T00:00:00.000,,Small
60890585.71,94235935.71,Active,Current,MTL,1000001.15,460255.83,1.19,2022-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
60890585.71,94235935.71,Active,Current,MTL,1000000.44,375935.7,0.48,2022-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
60890585.71,94235935.71,Active,Current,MTL,999999.01,404204.72,-0.94,2022-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
60890585.71,94235935.71,Active,Current,MTL,999998.42,488183.13,-1.54,2022-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
60890585.71,94235935.71,Active,Current,MTL,1000001.56,375936.82,1.6,2022-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
60890585.71,94235935.71,Active,Current,MTL,1000000.77,460255.45,0.81,2022-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
60339830,75427221.43,Active,Current,Personal Loans,69998.06,7164.63,-1.68,2022-02-03T00:00:00.000,2024-02-03T00:00:00.000,,Small
60339830,75427221.43,Active,Current,Personal Loans,70001.01,10699.32,1.27,2022-02-03T00:00:00.000,2024-02-03T00:00:00.000,,Small
60339830,52057608.57,Active,Current,Personal Loans,62999.76,62999.76,0.02,2024-02-21T00:00:00.000,2025-02-21T00:00:00.000,,Small
60339830,75427221.43,Active,Current,Personal Loans,69999.62,3565.16,-0.12,2022-02-03T00:00:00.000,2024-02-03T00:00:00.000,,Small
60339830,52057608.57,Active,Current,Personal Loans,62999.78,58271.54,0.03,2024-02-21T00:00:00.000,2025-02-21T00:00:00.000,,Small
60339830,75427221.43,Active,Current,Personal Loans,69999.33,14146.92,-0.41,2022-02-03T00:00:00.000,2024-02-03T00:00:00.000,,Small
60258801.43,93556078.57,Active,Current,Personal Loans,143000.42,80851.7,0.67,2022-03-18T00:00:00.000,2025-03-18T00:00:00.000,,Small
60258801.43,71951135.71,Active,Current,Personal Loans,30000.54,25794.56,0.79,2023-05-03T00:00:00.000,2026-05-03T00:00:00.000,,Small
60258801.43,93556078.57,Active,Amortization Past Due,Personal Loans,142999.77,76881.9,0.02,2022-03-18T00:00:00.000,2025-03-18T00:00:00.000,,Small
60258801.43,71951135.71,Active,Amortization Past Due,Personal Loans,29999.47,24488.36,-0.28,2023-05-03T00:00:00.000,2026-05-03T00:00:00.000,,Small
60258801.43,71951135.71,Active,Current,Personal Loans,30001.58,25150.57,1.83,2023-05-03T00:00:00.000,2026-05-03T00:00:00.000,,Small
60258801.43,71951135.71,Active,Current,Personal Loans,29999.94,24488.83,0.19,2023-05-03T00:00:00.000,2026-05-03T00:00:00.000,,Small
60258801.43,71951135.71,Active,Current,Personal Loans,30000.6,27061.87,0.85,2023-05-03T00:00:00.000,2026-05-03T00:00:00.000,,Small
60258801.43,93556078.57,Active,Amortization Past Due,Personal Loans,142998.69,68631.42,-1.06,2022-03-18T00:00:00.000,2025-03-18T00:00:00.000,,Small
60258801.43,71951135.71,Active,Current,Personal Loans,29999.06,26442.34,-0.69,2023-05-03T00:00:00.000,2026-05-03T00:00:00.000,,Small
60258801.43,93556078.57,Active,Amortization Past Due,Personal Loans,143000.38,68633.11,0.63,2022-03-18T00:00:00.000,2025-03-18T00:00:00.000,,Small
60258801.43,93556078.57,Active,Current,Personal Loans,143000.33,76882.46,0.58,2022-03-18T00:00:00.000,2025-03-18T00:00:00.000,,Small
60258801.43,93556078.57,Active,Amortization Past Due,Personal Loans,143001.34,72777.21,1.59,2022-03-18T00:00:00.000,2025-03-18T00:00:00.000,,Small
60256930,67797022.86,Active,Current,MTL,300000.37,287469.03,0.57,2024-01-09T00:00:00.000,2027-01-09T00:00:00.000,,Small
60256930,67797022.86,Active,Current,MTL,299998.8,293945.61,-1,2024-01-09T00:00:00.000,2027-01-09T00:00:00.000,,Small
60256930,67797022.86,Active,Current,MTL,300000.12,300000.12,0.32,2024-01-09T00:00:00.000,2027-01-09T00:00:00.000,,Small
60254658.57,93494221.43,Active,Current,MTL,300001.92,171149.73,2.11,2022-06-22T00:00:00.000,2025-06-22T00:00:00.000,,Small
60254658.57,93494221.43,Active,Current,MTL,299999.99,154544.91,0.18,2022-06-22T00:00:00.000,2025-06-22T00:00:00.000,,Small
60254658.57,93494221.43,Active,Current,MTL,300000.68,162913.49,0.87,2022-06-22T00:00:00.000,2025-06-22T00:00:00.000,,Small
60254658.57,93494221.43,Active,Current,MTL,300001.83,179345.74,2.02,2022-06-22T00:00:00.000,2025-06-22T00:00:00.000,,Small
60254658.57,93494221.43,Active,Current,MTL,300000.1,187318.07,0.29,2022-06-22T00:00:00.000,2025-06-22T00:00:00.000,,Small
60254658.57,93494221.43,Active,Current,MTL,299999.24,145880.35,-0.57,2022-06-22T00:00:00.000,2025-06-22T00:00:00.000,,Small
60207917.14,2955594.286,Active,Current,Personal Loans,29999.54,29999.54,-0.2,2024-01-02T00:00:00.000,2025-01-02T00:00:00.000,,Small
60207917.14,2955594.286,Active,Current,Personal Loans,30000.88,27791.3,1.14,2024-01-02T00:00:00.000,2025-01-02T00:00:00.000,,Small
60207917.14,2955594.286,Active,Current,Personal Loans,30001.4,25495.45,1.66,2024-01-02T00:00:00.000,2025-01-02T00:00:00.000,,Small
58783228.57,37350221.43,Active,Current,MTL,729998.07,267416.44,-1.74,2022-02-24T00:00:00.000,2025-02-24T00:00:00.000,,Small
58783228.57,37350221.43,Active,Current,MTL,729999.29,311533.39,-0.52,2022-02-24T00:00:00.000,2025-02-24T00:00:00.000,,Small
58783228.57,37350221.43,Active,Current,MTL,730000.06,374858.86,0.25,2022-02-24T00:00:00.000,2025-02-24T00:00:00.000,,Small
58783228.57,37350221.43,Active,Current,MTL,729999.79,332920.45,-0.02,2022-02-24T00:00:00.000,2025-02-24T00:00:00.000,,Small
58783228.57,37350221.43,Active,Current,MTL,729999.4,289801.83,-0.41,2022-02-24T00:00:00.000,2025-02-24T00:00:00.000,,Small
58783228.57,37350221.43,Active,Current,MTL,730001.42,354150.42,1.61,2022-02-24T00:00:00.000,2025-02-24T00:00:00.000,,Small
58719345.71,83532022.86,Active,Current,Personal Loans,175000.25,161243.88,0.5,2023-11-07T00:00:00.000,2026-11-07T00:00:00.000,,Small
58719345.71,83532022.86,Active,Current,Personal Loans,174999.79,168325.33,0.04,2023-11-07T00:00:00.000,2026-11-07T00:00:00.000,,Small
58719345.71,83532022.86,Active,Current,Personal Loans,174999.38,164932.72,-0.37,2023-11-07T00:00:00.000,2026-11-07T00:00:00.000,,Small
58719345.71,83532022.86,Active,Current,Personal Loans,175000.44,175000.44,0.69,2023-11-07T00:00:00.000,2026-11-07T00:00:00.000,,Small
58719345.71,83532022.86,Active,Current,Personal Loans,175001.81,171641.26,2.06,2023-11-07T00:00:00.000,2026-11-07T00:00:00.000,,Small
58618858.57,82674247.14,Paid,Current,Personal Loans,120002.77,2.77,3.02,2014-08-04T00:00:00.000,2017-08-04T00:00:00.000,,Small
58618858.57,82674247.14,Paid,Current,Personal Loans,119998.7,-1.3,-1.05,2014-08-04T00:00:00.000,2017-08-04T00:00:00.000,,Small
58618858.57,82674247.14,Paid,Current,Personal Loans,119999.9,-0.1,0.16,2014-08-04T00:00:00.000,2017-08-04T00:00:00.000,,Small
58618858.57,82674247.14,Paid,Current,Personal Loans,120000.38,0.38,0.63,2014-08-04T00:00:00.000,2017-08-04T00:00:00.000,,Small
58618858.57,82674247.14,Paid,Current,Personal Loans,119997.78,-2.22,-1.97,2014-08-04T00:00:00.000,2017-08-04T00:00:00.000,,Small
58618858.57,82674247.14,Paid,Current,Personal Loans,119998.99,-1.01,-0.76,2014-08-04T00:00:00.000,2017-08-04T00:00:00.000,,Small
58256130,58023978.57,Active,Current,MTL,299998.92,200704.91,-0.89,2023-03-08T00:00:00.000,2025-03-08T00:00:00.000,,Small
58256130,58023978.57,Active,Current,MTL,300000.64,224018.19,0.83,2023-03-08T00:00:00.000,2025-03-08T00:00:00.000,,Small
58256130,58023978.57,Active,Current,MTL,300000.12,188822.31,0.31,2023-03-08T00:00:00.000,2025-03-08T00:00:00.000,,Small
58256130,58023978.57,Active,Current,MTL,300000.88,164293.05,1.07,2023-03-08T00:00:00.000,2025-03-08T00:00:00.000,,Small
58256130,58023978.57,Active,Current,MTL,299998.15,212508.08,-1.66,2023-03-08T00:00:00.000,2025-03-08T00:00:00.000,,Small
58256130,58023978.57,Active,Current,MTL,299999.2,176745.82,-0.61,2023-03-08T00:00:00.000,2025-03-08T00:00:00.000,,Small
58061588.57,496492.8571,Active,Current,MTL,649999.13,217356.37,-0.78,2021-11-26T00:00:00.000,2024-11-26T00:00:00.000,,Small
58061588.57,496492.8571,Active,Current,MTL,649998.55,198347.4,-1.36,2021-11-26T00:00:00.000,2024-11-26T00:00:00.000,,Small
58061588.57,496492.8571,Active,Amortization Past Due,MTL,649999.2,179194.37,-0.71,2021-11-26T00:00:00.000,2024-11-26T00:00:00.000,,Small
58061588.57,496492.8571,Active,Current,MTL,649999.55,254999.45,-0.36,2021-11-26T00:00:00.000,2024-11-26T00:00:00.000,,Small
58061588.57,496492.8571,Active,Current,MTL,649998.94,236278.19,-0.97,2021-11-26T00:00:00.000,2024-11-26T00:00:00.000,,Small
58061588.57,496492.8571,Active,Current,MTL,649999.57,179194.74,-0.34,2021-11-26T00:00:00.000,2024-11-26T00:00:00.000,,Small
57545314.29,88719165.71,Active,Current,Personal Loans,176998.94,173599.99,-0.81,2023-11-14T00:00:00.000,2026-11-14T00:00:00.000,,Small
57545314.29,88719165.71,Active,Current,Personal Loans,176999.3,170246.29,-0.45,2023-11-14T00:00:00.000,2026-11-14T00:00:00.000,,Small
57545314.29,88719165.71,Active,Current,Personal Loans,177000.23,166816.2,0.48,2023-11-14T00:00:00.000,2026-11-14T00:00:00.000,,Small
57545314.29,88719165.71,Active,Current,Personal Loans,177000.45,177000.45,0.7,2023-11-14T00:00:00.000,2026-11-14T00:00:00.000,,Small
57545314.29,88719165.71,Active,Current,Personal Loans,177001.15,163085.2,1.4,2023-11-14T00:00:00.000,2026-11-14T00:00:00.000,,Small
57512317.14,122041751.4,Active,Current,Auto,937500.49,946875.49,0.59,2024-02-06T00:00:00.000,2029-02-06T00:00:00.000,,Small
57512317.14,122041751.4,Active,Current,Auto,937497.8,934299.39,-2.1,2024-02-06T00:00:00.000,2029-02-06T00:00:00.000,,Small
57491645.71,66829594.29,Active,Current,Personal Loans,149997.87,140298.76,-1.87,2023-12-22T00:00:00.000,2025-12-22T00:00:00.000,,Small
57491645.71,66829594.29,Active,Current,Personal Loans,150000.47,150000.47,0.73,2023-12-22T00:00:00.000,2025-12-22T00:00:00.000,,Small
57491645.71,66829594.29,Active,Current,Personal Loans,149999.44,135094.9,-0.31,2023-12-22T00:00:00.000,2025-12-22T00:00:00.000,,Small
57491645.71,66829594.29,Active,Current,Personal Loans,149999.71,145203.57,-0.03,2023-12-22T00:00:00.000,2025-12-22T00:00:00.000,,Small
57140642.86,53110735.71,Active,Current,Auto,747998.69,228432.73,-1.21,2020-01-13T00:00:00.000,2025-02-14T00:00:00.000,,Small
57140642.86,53110735.71,Active,Current,Auto,747999.23,255985.94,-0.67,2020-01-13T00:00:00.000,2025-02-14T00:00:00.000,,Small
57140642.86,53110735.71,Active,Current,Auto,747998.48,186126.46,-1.41,2020-01-13T00:00:00.000,2025-02-14T00:00:00.000,,Small
57140642.86,53110735.71,Active,Current,Auto,747999.13,200436.77,-0.77,2020-01-13T00:00:00.000,2025-02-14T00:00:00.000,,Small
57140642.86,53110735.71,Active,Current,Auto,747999.66,214498.26,-0.23,2020-01-13T00:00:00.000,2025-02-14T00:00:00.000,,Small
57140642.86,53110735.71,Active,Current,Auto,747999.03,242311.05,-0.87,2020-01-13T00:00:00.000,2025-02-14T00:00:00.000,,Small
55868042.86,112544451.4,Active,Current,Personal Loans,135000.64,124574.72,0.89,2023-10-05T00:00:00.000,2026-10-05T00:00:00.000,,Small
55868042.86,112544451.4,Active,Current,Personal Loans,135000.93,121675.9,1.18,2023-10-05T00:00:00.000,2026-10-05T00:00:00.000,,Small
55868042.86,112544451.4,Active,Current,Personal Loans,135001.39,135001.39,1.64,2023-10-05T00:00:00.000,2026-10-05T00:00:00.000,,Small
55868042.86,112544451.4,Active,Current,Personal Loans,135000.06,129856.37,0.31,2023-10-05T00:00:00.000,2026-10-05T00:00:00.000,,Small
55868042.86,112544451.4,Active,Current,Personal Loans,135000.13,132500.28,0.38,2023-10-05T00:00:00.000,2026-10-05T00:00:00.000,,Small
55868042.86,112544451.4,Active,Current,Personal Loans,135000.87,127247.01,1.12,2023-10-05T00:00:00.000,2026-10-05T00:00:00.000,,Small
55188731.43,106206151.4,Active,Current,MTL,300000.13,254782.12,0.33,2023-08-16T00:00:00.000,2026-08-16T00:00:00.000,,Small
55188731.43,106206151.4,Active,Current,MTL,300000.79,261772.2,0.99,2023-08-16T00:00:00.000,2026-08-16T00:00:00.000,,Small
55188731.43,106206151.4,Active,Current,MTL,299999.17,268361.18,-0.63,2023-08-16T00:00:00.000,2026-08-16T00:00:00.000,,Small
55188731.43,106206151.4,Active,Current,MTL,300000.61,287630.34,0.81,2023-08-16T00:00:00.000,2026-08-16T00:00:00.000,,Small
55188731.43,106206151.4,Active,Current,MTL,299999.28,281365.69,-0.52,2023-08-16T00:00:00.000,2026-08-16T00:00:00.000,,Small
55188731.43,106206151.4,Active,Current,MTL,299999.46,274841.99,-0.34,2023-08-16T00:00:00.000,2026-08-16T00:00:00.000,,Small
54905272.86,118951964.3,Active,Current,Personal Loans,131999.24,82467.48,-0.57,2022-10-21T00:00:00.000,2025-10-21T00:00:00.000,,Small
54905272.86,118951964.3,Active,Current,Personal Loans,131998.11,92711.66,-1.7,2022-10-21T00:00:00.000,2025-10-21T00:00:00.000,,Small
54905272.86,118951964.3,Active,Current,Personal Loans,132000.9,89324.09,1.09,2022-10-21T00:00:00.000,2025-10-21T00:00:00.000,,Small
54905272.86,118951964.3,Active,Current,Personal Loans,131998.86,96001.22,-0.95,2022-10-21T00:00:00.000,2025-10-21T00:00:00.000,,Small
54905272.86,118951964.3,Active,Current,Personal Loans,131999.69,85923.52,-0.12,2022-10-21T00:00:00.000,2025-10-21T00:00:00.000,,Small
54905272.86,118951964.3,Active,Current,Personal Loans,131999.24,78870.37,-0.57,2022-10-21T00:00:00.000,2025-10-21T00:00:00.000,,Small
54488501.43,73091562.86,Active,Items for litigation,Personal Loans,699999.91,0.91,0.16,2019-01-31T00:00:00.000,2022-04-30T00:00:00.000,,Small
54488501.43,73091562.86,Active,Items for litigation,Personal Loans,700001.57,2.57,1.82,2019-01-31T00:00:00.000,2022-04-30T00:00:00.000,,Small
54488501.43,73091562.86,Active,Items for litigation,Personal Loans,700000.54,1.54,0.79,2019-01-31T00:00:00.000,2022-04-30T00:00:00.000,,Small
54488501.43,73091562.86,Active,Items for litigation,Personal Loans,700000.68,1.68,0.93,2019-01-31T00:00:00.000,2022-04-30T00:00:00.000,,Small
54488501.43,73091562.86,Active,Items for litigation,Personal Loans,700002.23,3.23,2.48,2019-01-31T00:00:00.000,2022-04-30T00:00:00.000,,Small
54488501.43,73091562.86,Active,Items for litigation,Personal Loans,700000.44,1.44,0.69,2019-01-31T00:00:00.000,2022-04-30T00:00:00.000,,Small
54442714.29,116043107.1,Active,Current,Auto,1419999,1124248,-0.89,2022-09-28T00:00:00.000,2027-08-29T00:00:00.000,,Small
54442714.29,116043107.1,Active,Current,Auto,1420000.46,1083489.79,0.57,2022-09-28T00:00:00.000,2027-08-29T00:00:00.000,,Small
54442714.29,116043107.1,Active,Current,Auto,1419999.99,1062979.24,0.1,2022-09-28T00:00:00.000,2027-08-29T00:00:00.000,,Small
54442714.29,116043107.1,Active,Current,Auto,1419998.77,1103807.01,-1.12,2022-09-28T00:00:00.000,2027-08-29T00:00:00.000,,Small
54442714.29,116043107.1,Active,Current,Auto,1419999.56,1062978.81,-0.33,2022-09-28T00:00:00.000,2027-08-29T00:00:00.000,,Small
54442714.29,116043107.1,Active,Current,Auto,1419998.51,1144153.82,-1.38,2022-09-28T00:00:00.000,2027-08-29T00:00:00.000,,Small
54345872.86,116096950,Active,Current,MTL,2549999.43,1605716.87,-0.44,2022-09-19T00:00:00.000,2025-09-19T00:00:00.000,,Small
54345872.86,29332750,Active,Current,Auto,760241,63511.11,1.09,2020-12-16T00:00:00.000,2023-12-15T00:00:00.000,,Small
54345872.86,116096950,Active,Current,MTL,2550001.97,1740458.09,2.1,2022-09-19T00:00:00.000,2025-09-19T00:00:00.000,,Small
54345872.86,29332750,Active,Current,Auto,760239.24,31453.84,-0.67,2020-12-16T00:00:00.000,2023-12-15T00:00:00.000,,Small
54345872.86,116096950,Active,Current,MTL,2549998.84,1468581.98,-1.03,2022-09-19T00:00:00.000,2025-09-19T00:00:00.000,,Small
54345872.86,116096950,Active,Current,MTL,2550000.91,1673753.99,1.04,2022-09-19T00:00:00.000,2025-09-19T00:00:00.000,,Small
54345872.86,116096950,Active,Current,MTL,2550000,1537526.74,0.13,2022-09-19T00:00:00.000,2025-09-19T00:00:00.000,,Small
54345872.86,116096950,Active,Current,MTL,2550000.58,1397832.79,0.71,2022-09-19T00:00:00.000,2025-09-19T00:00:00.000,,Small
53521917.14,123954092.9,Active,Current,MTL,299999.71,203423.25,-0.09,2022-09-27T00:00:00.000,2025-09-27T00:00:00.000,,Small
53521917.14,123954092.9,Active,Current,MTL,299999.79,171527.98,-0.02,2022-09-27T00:00:00.000,2025-09-27T00:00:00.000,,Small
53521917.14,123954092.9,Active,Current,MTL,299999.72,195610.82,-0.09,2022-09-27T00:00:00.000,2025-09-27T00:00:00.000,,Small
53521917.14,123954092.9,Active,Current,MTL,299999.38,211001.17,-0.42,2022-09-27T00:00:00.000,2025-09-27T00:00:00.000,,Small
53521917.14,123954092.9,Active,Current,MTL,299999.35,179814.42,-0.46,2022-09-27T00:00:00.000,2025-09-27T00:00:00.000,,Small
53521917.14,123954092.9,Active,Current,MTL,299998.94,187776.89,-0.87,2022-09-27T00:00:00.000,2025-09-27T00:00:00.000,,Small
53344317.14,48280865.71,Active,Current,Personal Loans,40002.03,30950.9,2.28,2023-08-17T00:00:00.000,2024-08-17T00:00:00.000,,Small
53344317.14,48280865.71,Active,Current,Personal Loans,39999.11,21295.11,-0.64,2023-08-17T00:00:00.000,2024-08-17T00:00:00.000,,Small
53344317.14,48280865.71,Active,Current,Personal Loans,40000.41,17914.96,0.66,2023-08-17T00:00:00.000,2024-08-17T00:00:00.000,,Small
53344317.14,48280865.71,Active,Current,Personal Loans,39999.37,27786.02,-0.37,2023-08-17T00:00:00.000,2024-08-17T00:00:00.000,,Small
53344317.14,48280865.71,Active,Current,Personal Loans,39999.3,34021.86,-0.45,2023-08-17T00:00:00.000,2024-08-17T00:00:00.000,,Small
53344317.14,48280865.71,Active,Current,Personal Loans,40000.08,24576.61,0.34,2023-08-17T00:00:00.000,2024-08-17T00:00:00.000,,Small
52747800,24079778.57,Active,Current,MTL,700001.19,261638.67,1.31,2021-12-15T00:00:00.000,2024-12-15T00:00:00.000,,Small
52747800,24079778.57,Active,Current,MTL,700000.75,199111.51,0.87,2021-12-15T00:00:00.000,2024-12-15T00:00:00.000,,Small
52747800,24079778.57,Active,Current,MTL,700001.78,282106.87,1.9,2021-12-15T00:00:00.000,2024-12-15T00:00:00.000,,Small
52747800,24079778.57,Active,Current,MTL,699999.5,302273.9,-0.38,2021-12-15T00:00:00.000,2024-12-15T00:00:00.000,,Small
52747800,24079778.57,Active,Current,MTL,700001.28,220262.04,1.4,2021-12-15T00:00:00.000,2024-12-15T00:00:00.000,,Small
52747800,24079778.57,Active,Current,MTL,699999.63,241053.64,-0.25,2021-12-15T00:00:00.000,2024-12-15T00:00:00.000,,Small
52513428.57,81882580,Active,Current,Housing,15106170.1,15017686.87,0.23,2023-09-12T00:00:00.000,2033-09-12T00:00:00.000,,Small
