CUSTOMER_ID,GENDER,AGE,MARITAL_STATUS,EDUCATION,BANK_TENURE,CUSTOMER_LOCATION,DIGITAL_INDICATOR,SEC,HOME_OWNER_INDICATOR,CAR_OWNER_INDICATOR,MONTHLY_INCOME,INCOME_SOURCE,ENVIRONMENTAL_AFF_INDICATOR,HUMANITARIAN_AFF_INDICATOR,OF_INDICATOR,RETIREES_INDICATOR,FILCHI_INDICATOR
69650687.1429,FEMALE,50.95,MARRIED,HIGH,8.32,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,134807.97,BUSINESS,N,N,N,N,N
81263331.4286,MALE,39.33,MARRIED,NO_DATA,1.64,REGION XII (SOCCSKSARGEN),DIGITAL,B2,N,N,134801.35,BUSINESS,N,N,N,N,N
88072514.2857,MALE,41.12,MARRIED,MID,18.33,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,134684.77,BUSINESS,N,N,N,N,N
87344717.1429,MALE,43.23,MARRIED,HIGH,4.03,REGION XIII (CARAGA),DIGITAL,B2,Y,Y,134617.59,BUSINESS,N,N,N,N,N
103135285.7143,FEMALE,63.33,MARRIED,MID,27.11,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,134529.36,BUSINESS,N,N,N,Y,N
74492885.7143,MALE,74.03,WIDOW(ER),HIGH,25.04,NATIONAL CAPITAL REGION,DIGITAL,B2,Y,Y,134501.03,BUSINESS,N,N,N,Y,N
94857228.5714,FEMALE,52.57,SINGLE,HIGH,20.47,REGION VI (WESTERN VISAYAS),TRADITIONAL,B2,Y,Y,134270.94,BUSINESS,N,N,Y,N,N
35915571.4286,MALE,55.68,MARRIED,MID,26.01,REGION IV-A (CALABARZON),TRADITIONAL,B2,N,N,133949.97,BUSINESS,N,N,Y,N,N
30177101.4286,MALE,43.55,MARRIED,MID,6.31,REGION XI (DAVAO REGION),DIGITAL,B2,N,N,133920.46,BUSINESS,N,N,N,N,N
55673830,FEMALE,36.61,SINGLE,MID,7.87,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,133676.88,BUSINESS,N,N,N,N,N
104319228.5714,MALE,46.15,MARRIED,MID,18.56,NATIONAL CAPITAL REGION,TRADITIONAL,B2,Y,N,133610.57,BUSINESS,N,N,N,N,N
32290760,FEMALE,49.36,MARRIED,NO_DATA,1.43,REGION XII (SOCCSKSARGEN),DIGITAL,B1,N,Y,133600.91,BUSINESS,N,N,Y,N,N
27665285.7143,FEMALE,64.89,MARRIED,MID,29.23,REGION XI (DAVAO REGION),DIGITAL,B1,N,N,133439.22,BUSINESS,N,N,N,Y,N
5265717.1429,FEMALE,54.76,MARRIED,MID,6.78,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,Y,133369.66,BUSINESS,N,N,Y,N,N
60890585.7143,FEMALE,56.5,MARRIED,HIGH,23.9,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,133236.68,BUSINESS,N,N,Y,N,N
9421001.4286,FEMALE,39.84,SINGLE,MID,13.23,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,133191.38,BUSINESS,N,N,N,N,N
38889687.1429,FEMALE,31.81,MARRIED,MID,5.96,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,133180.79,BUSINESS,N,N,Y,N,N
18501588.5714,FEMALE,48.96,MARRIED,MID,6.13,REGION II (CAGAYAN VALLEY),TRADITIONAL,B2,Y,N,133008.12,BUSINESS,N,N,Y,N,N
59153771.4286,FEMALE,38.63,MARRIED,MID,20.88,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,132909.43,BUSINESS,N,N,N,N,N
85136371.4286,FEMALE,51.32,WIDOW(ER),MID,16.68,REGION III (CENTRAL LUZON),TRADITIONAL,B2,Y,Y,132893.5,BUSINESS,N,N,Y,N,N
24230457.1429,MALE,47.27,SINGLE,HIGH,21.57,NATIONAL CAPITAL REGION,DIGITAL,B1,Y,N,132838.88,BUSINESS,N,N,Y,N,N
8429774.2857,MALE,22.04,SINGLE,NO_DATA,1.38,REGION I (ILOCOS REGION),DIGITAL,B2,N,N,132549.63,BUSINESS,N,N,N,N,N
21202857.1429,FEMALE,55.46,MARRIED,LOW,22.56,REGION IV-A (CALABARZON),TRADITIONAL,B2,N,N,132032.79,BUSINESS,N,N,N,N,N
37791517.1429,MALE,50.38,MARRIED,MID,1.97,NO_DATA,NO_DATA,B2,N,N,132001.38,BUSINESS,N,N,N,N,N
48590860,MALE,46.22,MARRIED,NO_DATA,4.79,CORDILLERA ADMINISTRATIVE REGION (CAR),TRADITIONAL,B2,N,N,131699.22,BUSINESS,N,N,N,N,N
13092042.8571,MALE,47.58,MARRIED,MID,22.38,REGION VI (WESTERN VISAYAS),DIGITAL,B2,N,N,131592.5,BUSINESS,N,N,N,N,N
130151700,MALE,48.59,MARRIED,MID,15.45,REGION VI (WESTERN VISAYAS),DIGITAL,B2,N,N,131560.11,BUSINESS,N,N,N,N,N
128358971.4286,FEMALE,49.01,SINGLE,LOW,16,REGION VI (WESTERN VISAYAS),DIGITAL,B2,Y,N,131500.66,BUSINESS,N,N,N,N,N
46131501.4286,MALE,43.71,MARRIED,MID,10.87,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,131471.85,BUSINESS,N,N,Y,N,N
84489430,FEMALE,55.68,WIDOW(ER),MID,15.17,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,131389.3,BUSINESS,N,N,N,N,N
41363645.7143,MALE,32.29,SINGLE,NO_DATA,1.17,REGION II (CAGAYAN VALLEY),TRADITIONAL,B2,N,N,131248.63,BUSINESS,N,N,Y,N,Y
32350442.8571,FEMALE,63.32,MARRIED,MID,24.16,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,131224.36,BUSINESS,N,N,N,Y,N
132681188.5714,FEMALE,37.61,SINGLE,MID,0.46,NO_DATA,NO_DATA,B2,N,N,131140.61,BUSINESS,N,N,N,N,N
46356571.4286,FEMALE,68.37,WIDOW(ER),MID,27.68,REGION IV-A (CALABARZON),DIGITAL,B1,N,N,131028.95,BUSINESS,N,N,Y,Y,N
13169442.8571,MALE,65.78,MARRIED,MID,24.92,NO_DATA,DIGITAL,B2,N,N,131000.78,BUSINESS,N,N,N,Y,N
90058285.7143,FEMALE,51.87,MARRIED,MID,24.22,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,130770.74,BUSINESS,N,N,Y,N,Y
4442158.5714,MALE,62.07,SINGLE,MID,13.76,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,130060.24,BUSINESS,N,N,N,Y,N
141719372.8571,MALE,50.93,SINGLE,LOW,8.92,REGION X (NORTHERN MINDANAO),TRADITIONAL,B2,N,N,129999.93,BUSINESS,N,N,N,N,N
127504000,MALE,61.05,MARRIED,MID,25.4,REGION VII (CENTRAL VISAYAS),DIGITAL,B2,N,N,129999.05,BUSINESS,N,N,Y,Y,Y
35265200,FEMALE,53.78,SINGLE,MID,21.06,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,129723.11,BUSINESS,N,N,N,N,N
109567400,MALE,53.65,MARRIED,MID,16.65,REGION IV-A (CALABARZON),TRADITIONAL,B1,N,N,129719.07,BUSINESS,N,Y,N,N,N
70312872.8571,MALE,47.8,MARRIED,MID,12.83,REGION IV-A (CALABARZON),TRADITIONAL,B2,Y,N,129607.36,BUSINESS,N,N,N,N,N
96321202.8571,MALE,32.41,MARRIED,NO_DATA,2.72,REGION VII (CENTRAL VISAYAS),DIGITAL,B2,N,N,129552.63,BUSINESS,N,N,N,N,N
61131115.7143,MALE,44.3,MARRIED,MID,7.46,REGION V (BICOL REGION),DIGITAL,B2,Y,N,129404.38,BUSINESS,N,N,N,N,Y
68508474.2857,MALE,34.4,MARRIED,HIGH,2.21,REGION V (BICOL REGION),DIGITAL,B2,N,Y,128963.17,BUSINESS,N,N,N,N,N
79687042.8571,MALE,59.02,MARRIED,MID,23.43,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,128662.4,BUSINESS,N,N,N,N,N
132191888.5714,MALE,34.39,SINGLE,NO_DATA,4.23,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,128366.33,BUSINESS,N,N,Y,N,N
60990687.1429,FEMALE,32.58,SINGLE,MID,7.98,REGION XI (DAVAO REGION),DIGITAL,B2,N,N,128269.93,BUSINESS,N,N,Y,N,N
89066458.5714,FEMALE,51.09,MARRIED,MID,11.07,REGION V (BICOL REGION),TRADITIONAL,B2,N,N,128249.09,BUSINESS,N,N,N,N,N
29898157.1429,FEMALE,57.41,SINGLE,MID,24.54,REGION I (ILOCOS REGION),DIGITAL,B1,N,N,128000.41,BUSINESS,N,Y,Y,N,N
33737588.5714,FEMALE,52.71,MARRIED,MID,4.65,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,127752.89,BUSINESS,N,N,Y,N,N
73685971.4286,MALE,39.2,MARRIED,MID,15.31,REGION VII (CENTRAL VISAYAS),DIGITAL,B1,Y,N,127651.33,BUSINESS,N,N,Y,N,Y
31623058.5714,MALE,57.86,MARRIED,MID,11.69,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,127554.44,BUSINESS,N,N,N,N,N
134727888.5714,FEMALE,40.08,MARRIED,NO_DATA,3.5,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,127420.29,BUSINESS,N,N,Y,N,N
126581242.8571,MALE,44.17,SINGLE,MID,18.67,NATIONAL CAPITAL REGION,DIGITAL,B2,N,Y,127366.5,BUSINESS,N,N,N,N,Y
77058060,MALE,23.38,SINGLE,NO_DATA,1.83,REGION III (CENTRAL LUZON),DIGITAL,B2,N,N,127180.71,BUSINESS,N,N,N,N,N
115513374.2857,MALE,54.26,SINGLE,NO_DATA,0.64,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,127158.93,BUSINESS,N,N,N,N,N
81542471.4286,FEMALE,48.71,MARRIED,MID,22.12,REGION VI (WESTERN VISAYAS),TRADITIONAL,B2,N,Y,126934.92,BUSINESS,N,N,N,N,N
110565574.2857,FEMALE,52.65,MARRIED,MID,6.97,REGION III (CENTRAL LUZON),TRADITIONAL,B2,N,N,126876.65,BUSINESS,N,N,N,N,N
29557772.8571,MALE,77.13,WIDOW(ER),MID,11.77,NATIONAL CAPITAL REGION,TRADITIONAL,B2,Y,Y,126761.4,BUSINESS,N,N,N,Y,N
3522630,FEMALE,43.3,SINGLE,MID,9.63,REGION III (CENTRAL LUZON),TRADITIONAL,B2,N,N,126731.59,BUSINESS,N,N,Y,N,N
22213372.8571,FEMALE,39.45,MARRIED,MID,9.52,REGION XI (DAVAO REGION),DIGITAL,B2,N,N,126532.53,BUSINESS,N,N,N,N,N
81566502.8571,MALE,43.84,MARRIED,MID,1.71,NO_DATA,NO_DATA,B2,N,N,126286.84,BUSINESS,N,N,N,N,N
120737358.5714,MALE,63.53,MARRIED,MID,11.56,REGION IV-A (CALABARZON),TRADITIONAL,B2,N,N,125925.27,BUSINESS,N,N,Y,Y,N
33598745.7143,FEMALE,49.51,MARRIED,NO_DATA,3.67,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,125921.13,BUSINESS,N,N,N,N,N
76667814.2857,FEMALE,50.23,MARRIED,MID,17.27,REGION III (CENTRAL LUZON),TRADITIONAL,B2,N,N,125918.73,BUSINESS,N,N,N,N,N
81664130,FEMALE,38.46,SINGLE,HIGH,8.1,REGION XI (DAVAO REGION),DIGITAL,B2,N,N,125744.02,BUSINESS,N,N,N,N,N
4881900,FEMALE,52.42,SINGLE,MID,22.33,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,125724.77,BUSINESS,N,N,Y,N,Y
33398000,MALE,56.59,MARRIED,MID,28.9,NO_DATA,NO_DATA,B2,N,N,125500.59,BUSINESS,N,N,N,N,N
2433285.7143,FEMALE,61.06,WIDOW(ER),MID,25.28,REGION IX (ZAMBOANGA PENINSULA),DIGITAL,B2,N,N,125408.22,BUSINESS,N,N,Y,Y,N
136739071.4286,FEMALE,64.87,MARRIED,MID,21.82,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,125327.44,BUSINESS,N,N,N,Y,N
124516571.4286,FEMALE,61.14,MARRIED,MID,30.29,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,N,125202.59,BUSINESS,N,N,Y,Y,N
46978600,FEMALE,53.44,MARRIED,MID,23.35,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,125034.64,BUSINESS,N,N,N,N,N
119755914.2857,MALE,59.8,MARRIED,MID,22.86,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,125029.42,BUSINESS,N,N,Y,N,N
87134058.5714,MALE,45.59,MARRIED,MID,10.88,REGION I (ILOCOS REGION),TRADITIONAL,B2,N,N,125002.28,BUSINESS,N,N,Y,N,N
134233460,FEMALE,50.96,MARRIED,NO_DATA,4.65,REGION V (BICOL REGION),TRADITIONAL,B2,N,N,125000.96,BUSINESS,N,N,N,N,N
125224401.4286,FEMALE,49.51,MARRIED,LOW,8.24,REGION XII (SOCCSKSARGEN),NO_DATA,B2,N,N,125000.51,BUSINESS,N,N,N,N,N
48010357.1429,FEMALE,60.49,MARRIED,MID,20.63,REGION X (NORTHERN MINDANAO),NO_DATA,B2,N,N,125000.49,BUSINESS,N,N,Y,Y,N
98087714.2857,FEMALE,55.91,MARRIED,MID,23.01,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,124999.91,BUSINESS,N,N,Y,N,N
46936157.1429,MALE,58.84,MARRIED,LOW,24.65,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,Y,124749.84,BUSINESS,N,N,N,N,N
97542285.7143,MALE,64.67,MARRIED,MID,27.98,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,124648.58,BUSINESS,N,N,Y,Y,Y
21105142.8571,MALE,76.17,MARRIED,MID,30.19,REGION IV-A (CALABARZON),TRADITIONAL,B2,Y,Y,124506.83,BUSINESS,N,N,N,Y,N
142000788.5714,MALE,29.71,SINGLE,LOW,0.62,REGION IV-A (CALABARZON),TRADITIONAL,B2,N,N,124449.17,BUSINESS,N,N,N,N,N
89712645.7143,FEMALE,49.23,MARRIED,MID,1.93,NO_DATA,NO_DATA,B2,N,N,124287.23,BUSINESS,N,N,N,N,N
32014888.5714,FEMALE,50.05,MARRIED,MID,4.8,REGION IV-A (CALABARZON),TRADITIONAL,B2,N,N,123982,BUSINESS,N,N,N,N,N
108708574.2857,FEMALE,30.25,SINGLE,MID,7.27,REGION I (ILOCOS REGION),DIGITAL,B2,N,N,123838.75,BUSINESS,N,N,N,N,N
73983872.8571,FEMALE,65.47,SINGLE,MID,22.57,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,123792.99,BUSINESS,N,N,N,Y,N
44266860,MALE,43.14,MARRIED,MID,5.53,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,123731.18,BUSINESS,N,N,N,N,N
85871074.2857,FEMALE,45.21,MARRIED,NO_DATA,-0.07,REGION II (CAGAYAN VALLEY),TRADITIONAL,B2,N,N,123148.6,BUSINESS,N,N,N,N,N
31811660,FEMALE,44.29,MARRIED,MID,1.79,NO_DATA,NO_DATA,B2,N,N,123144.29,BUSINESS,N,N,N,N,N
97267288.5714,FEMALE,60.47,MARRIED,MID,6.4,REGION III (CENTRAL LUZON),TRADITIONAL,B2,N,N,122746.61,BUSINESS,N,N,Y,Y,N
28648315.7143,FEMALE,40.89,SEPARATED,MID,10.66,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,122524.53,BUSINESS,N,N,N,N,N
40688730,FEMALE,55.58,SINGLE,MID,13.64,REGION VII (CENTRAL VISAYAS),TRADITIONAL,B2,N,N,122515.58,BUSINESS,N,N,N,N,Y
124305460,MALE,41.19,MARRIED,MID,4.2,NATIONAL CAPITAL REGION,DIGITAL,B2,N,Y,122411.39,BUSINESS,N,N,Y,N,N
39241917.1429,FEMALE,33.05,SINGLE,LOW,0.61,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,121985.5,BUSINESS,N,N,N,N,N
26363745.7143,MALE,40.91,MARRIED,LOW,2.22,NO_DATA,NO_DATA,B2,N,Y,121951.91,BUSINESS,N,N,N,N,N
73367288.5714,MALE,40.54,SINGLE,MID,6.48,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,121757.17,BUSINESS,N,N,N,N,N
102487030,FEMALE,31.58,SINGLE,MID,11.35,REGION X (NORTHERN MINDANAO),DIGITAL,B2,N,N,121067.95,BUSINESS,N,N,N,N,N
78891928.5714,FEMALE,56.24,SINGLE,HIGH,19.25,REGION VII (CENTRAL VISAYAS),DIGITAL,B1,N,N,120573.62,BUSINESS,N,N,Y,N,N
134394485.7143,FEMALE,54.2,MARRIED,MID,22.32,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,120343.09,BUSINESS,N,Y,Y,N,N
3758642.8571,MALE,65.02,MARRIED,MID,21.61,REGION XI (DAVAO REGION),NO_DATA,B2,N,N,120001.02,BUSINESS,N,N,N,Y,N
136505687.1429,FEMALE,54.35,MARRIED,MID,7.31,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,120000.35,BUSINESS,N,N,N,N,N
84666474.2857,FEMALE,41.35,MARRIED,MID,2.39,REGION IV-A (CALABARZON),NO_DATA,B2,N,N,120000.35,BUSINESS,N,N,N,N,N
58505928.5714,FEMALE,54.24,MARRIED,MID,20.61,NO_DATA,NO_DATA,B2,N,N,120000.24,BUSINESS,N,N,N,N,N
43794345.7143,MALE,41.53,MARRIED,MID,1.23,REGION VI (WESTERN VISAYAS),TRADITIONAL,B2,N,N,119999.53,BUSINESS,N,N,N,N,N
104967344.2857,FEMALE,61.49,MARRIED,MID,10.29,REGION III (CENTRAL LUZON),TRADITIONAL,B1,N,N,119999.49,BUSINESS,N,N,N,Y,N
1998857.1429,FEMALE,38.38,SINGLE,MID,25.6,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,119999.38,BUSINESS,N,N,N,N,N
22459430,MALE,43.34,MARRIED,MID,12.77,REGION XII (SOCCSKSARGEN),TRADITIONAL,B2,N,N,119999.34,BUSINESS,N,N,N,N,N
23338401.4286,MALE,59.23,WIDOW(ER),LOW,6.28,REGION III (CENTRAL LUZON),NO_DATA,B2,N,N,119999.23,BUSINESS,N,N,N,Y,N
79499415.7143,FEMALE,61.76,MARRIED,MID,5.17,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,119998.76,BUSINESS,N,N,N,Y,N
85458771.4286,MALE,55.12,MARRIED,NO_DATA,21.32,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,119904.26,BUSINESS,N,N,Y,N,N
53032285.7143,FEMALE,92.74,WIDOW(ER),MID,32.89,REGION IV-A (CALABARZON),TRADITIONAL,B1,N,N,119628.98,BUSINESS,N,N,N,Y,N
11586258.5714,FEMALE,47.27,MARRIED,HIGH,6.79,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,119279.6,BUSINESS,N,N,N,N,N
115905201.4286,FEMALE,44.69,MARRIED,HIGH,10.14,REGION VI (WESTERN VISAYAS),TRADITIONAL,B2,Y,N,119028.86,BUSINESS,N,N,N,N,N
111949685.7143,FEMALE,58.26,SINGLE,LOW,15.67,REGION I (ILOCOS REGION),TRADITIONAL,B2,N,N,118705.56,BUSINESS,N,N,N,N,N
119240772.8571,MALE,37.11,MARRIED,MID,10.65,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,118657.14,BUSINESS,N,N,N,N,N
45880917.1429,MALE,74.34,MARRIED,MID,1.71,REGION III (CENTRAL LUZON),TRADITIONAL,B2,N,N,118571.34,BUSINESS,N,N,N,Y,N
23863615.7143,FEMALE,25.83,SINGLE,LOW,10.17,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,118496.79,BUSINESS,N,N,N,N,N
29225374.2857,FEMALE,35.09,SINGLE,NO_DATA,0.26,NO_DATA,NO_DATA,B2,N,N,118293.01,BUSINESS,N,N,N,N,N
85919428.5714,FEMALE,74.41,MARRIED,MID,30.56,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,118275.09,BUSINESS,N,N,Y,Y,N
2865771.4286,MALE,61.69,MARRIED,MID,23,REGION IX (ZAMBOANGA PENINSULA),DIGITAL,B2,N,N,118096.27,BUSINESS,N,N,Y,Y,N
72217474.2857,FEMALE,30.03,SINGLE,MID,1.49,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,118004.86,BUSINESS,N,N,N,N,N
13598372.8571,MALE,36.1,MARRIED,MID,9.8,REGION IV-A (CALABARZON),DIGITAL,B2,Y,Y,117947.71,BUSINESS,N,N,Y,N,N
60687772.8571,FEMALE,39.5,MARRIED,MID,11.12,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,117580.82,BUSINESS,N,N,Y,N,N
49183202.8571,FEMALE,38.9,MARRIED,NO_DATA,0.52,REGION VI (WESTERN VISAYAS),TRADITIONAL,B2,N,N,117207.39,BUSINESS,N,N,N,N,N
142849160,FEMALE,41.39,MARRIED,NO_DATA,6.25,REGION XIII (CARAGA),TRADITIONAL,B2,N,N,117034.58,BUSINESS,N,N,N,N,N
76462544.2857,FEMALE,71.97,WIDOW(ER),MID,8.1,REGION VII (CENTRAL VISAYAS),TRADITIONAL,B2,N,N,116950.39,BUSINESS,N,N,Y,Y,N
127487171.4286,FEMALE,76.07,MARRIED,MID,23.13,REGION IV-A (CALABARZON),TRADITIONAL,B2,N,N,116915.74,BUSINESS,N,N,Y,Y,N
60256930,MALE,47.9,MARRIED,MID,10.39,REGION V (BICOL REGION),NO_DATA,B2,N,N,116909.23,BUSINESS,N,N,Y,N,N
48038200,MALE,60.93,MARRIED,MID,22.01,REGION VII (CENTRAL VISAYAS),TRADITIONAL,B2,N,N,116878.01,BUSINESS,N,N,N,Y,Y
79418087.1429,MALE,36.59,SINGLE,LOW,10.49,REGION IV-A (CALABARZON),TRADITIONAL,B2,N,N,116871.79,BUSINESS,N,N,N,N,N
2682285.7143,MALE,64.21,MARRIED,MID,28.52,REGION XI (DAVAO REGION),TRADITIONAL,A,N,N,116788.33,BUSINESS,N,N,N,Y,N
82958487.1429,MALE,33.84,SINGLE,LOW,11.1,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,116788.05,BUSINESS,N,N,Y,N,N
65687558.5714,FEMALE,58.93,SINGLE,MID,6.66,REGION III (CENTRAL LUZON),TRADITIONAL,B2,Y,N,116686.52,BUSINESS,N,N,N,N,N
13808872.8571,MALE,62.79,MARRIED,LOW,12.71,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,116462.1,BUSINESS,N,N,N,Y,N
25410587.1429,FEMALE,44.76,SEPARATED,MID,13.53,REGION III (CENTRAL LUZON),DIGITAL,B2,N,N,116433.1,BUSINESS,N,N,N,N,N
140787285.7143,FEMALE,52.41,SINGLE,MID,24.79,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,116096.23,BUSINESS,N,N,Y,N,N
11874542.8571,FEMALE,49.27,MARRIED,MID,16.35,NATIONAL CAPITAL REGION,DIGITAL,B2,Y,Y,116060.35,BUSINESS,N,N,N,N,Y
46853485.7143,MALE,53.15,MARRIED,MID,20.83,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,116052.2,BUSINESS,N,N,Y,N,N
44665717.1429,FEMALE,47.22,SINGLE,LOW,5.24,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,115996.71,BUSINESS,N,N,N,N,N
66608788.5714,MALE,28.64,SINGLE,MID,0.76,NO_DATA,NO_DATA,B2,N,N,115786.64,BUSINESS,N,N,N,N,N
59083444.2857,FEMALE,41.06,SINGLE,MID,11.82,NO_DATA,NO_DATA,B2,N,N,115671.14,BUSINESS,N,N,N,N,N
91681087.1429,FEMALE,37.16,SINGLE,MID,7.96,REGION VI (WESTERN VISAYAS),DIGITAL,B2,N,N,115376.71,BUSINESS,N,N,Y,N,N
10486588.5714,FEMALE,36.39,SINGLE,MID,5.12,REGION XI (DAVAO REGION),DIGITAL,B2,N,N,115333.72,BUSINESS,N,N,N,N,N
61354001.4286,FEMALE,72.12,MARRIED,MID,13.37,REGION II (CAGAYAN VALLEY),NO_DATA,A,N,N,115277.44,BUSINESS,N,N,N,Y,N
47726757.1429,FEMALE,55.97,MARRIED,MID,23.38,REGION VI (WESTERN VISAYAS),TRADITIONAL,B2,N,N,115202.95,BUSINESS,N,N,Y,N,N
75573115.7143,FEMALE,48.03,SINGLE,MID,6.7,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,N,115170.51,BUSINESS,N,N,N,N,N
105976600,FEMALE,52.12,MARRIED,MID,23.21,REGION IV-A (CALABARZON),TRADITIONAL,B2,N,N,115142.97,BUSINESS,N,N,N,N,N
57545314.2857,FEMALE,56.96,SINGLE,HIGH,24.05,NATIONAL CAPITAL REGION,TRADITIONAL,B2,N,Y,115067.62,BUSINESS,N,N,Y,N,N
89968142.8571,MALE,65.07,MARRIED,MID,28.81,NO_DATA,NO_DATA,B2,N,N,115061.07,BUSINESS,N,N,N,Y,Y
31355901.4286,FEMALE,45.8,MARRIED,HIGH,11.31,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,115037.71,BUSINESS,N,N,N,N,N
30095857.1429,FEMALE,55.6,MARRIED,MID,26.93,NO_DATA,NO_DATA,B2,N,N,115000.6,BUSINESS,N,N,N,N,N
675685.7143,MALE,42.31,MARRIED,MID,15.42,REGION IV-A (CALABARZON),DIGITAL,B2,N,Y,114771.13,BUSINESS,N,N,Y,N,N
121300902.8571,FEMALE,37.37,MARRIED,MID,3.36,NO_DATA,NO_DATA,B2,N,N,114286.37,BUSINESS,N,N,N,N,N
110555002.8571,MALE,29.9,MARRIED,MID,4.51,REGION VII (CENTRAL VISAYAS),DIGITAL,B2,N,N,114095.64,BUSINESS,N,N,N,N,N
118792302.8571,FEMALE,44.17,MARRIED,LOW,4.87,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,114006.44,BUSINESS,N,N,N,N,N
31080542.8571,FEMALE,58.56,MARRIED,MID,15.38,REGION III (CENTRAL LUZON),TRADITIONAL,B2,Y,N,113749.56,BUSINESS,N,N,N,N,N
63448717.1429,FEMALE,40.12,SINGLE,MID,6.08,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,113603.88,BUSINESS,N,N,N,N,N
58252174.2857,MALE,46.65,MARRIED,NO_DATA,4.1,REGION V (BICOL REGION),DIGITAL,B2,N,N,113413.71,BUSINESS,N,N,N,N,Y
77689660,MALE,35.69,SINGLE,NO_DATA,-1.12,NO_DATA,NO_DATA,B2,N,N,113211.47,BUSINESS,N,N,N,N,N
113649558.5714,FEMALE,46.69,SINGLE,LOW,8.06,REGION XI (DAVAO REGION),DIGITAL,B2,Y,N,113064.52,BUSINESS,N,N,N,N,N
48660302.8571,FEMALE,57.46,MARRIED,MID,6.54,REGION VI (WESTERN VISAYAS),TRADITIONAL,B2,N,N,113024.26,BUSINESS,N,N,N,N,N
9421074.2857,FEMALE,37.09,MARRIED,MID,-1.15,NO_DATA,NO_DATA,B2,N,N,112855.09,BUSINESS,N,N,N,N,N
138206128.5714,FEMALE,58.62,WIDOW(ER),MID,15.37,REGION IV-A (CALABARZON),DIGITAL,B2,N,N,112337.78,BUSINESS,N,N,N,N,N
38577458.5714,FEMALE,36.51,SINGLE,LOW,12.75,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,112249.51,BUSINESS,N,N,N,N,N
78289558.5714,MALE,30.7,SINGLE,MID,6.08,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,112098.84,BUSINESS,N,N,Y,N,N
30630931.4286,FEMALE,52.11,MARRIED,NO_DATA,1.95,NATIONAL CAPITAL REGION,DIGITAL,B2,N,N,111982.05,BUSINESS,N,N,N,N,N
