CUSTOMER_ID,GENDER,AGE,MARITAL_STATUS,EDUCATION,BANK_TENURE,CUSTOMER_LOCATION,DIGITAL_INDICATOR,SEC,HOME_OWNER_INDICATOR,CAR_OWNER_INDICATOR,MONTHLY_INCOME,INCOME_SOURCE,ENVIRONMENTAL_AFF_INDICATOR,HUMANITARIAN_AFF_INDICATOR,OF_INDICATOR,RETIREES_INDICATOR,FILCHI_INDICATOR
84730331.4286,MALE,29.03,SINGLE,LOW,1.52,REGION IV-A (CALABARZON),DIGITAL,A,N,Y,1383989.54,BUSINESS,N,N,N,N,N
116783201.4286,FEMALE,57.12,MARRIED,MID,10.85,REGION IV-A (CALABARZON),DIGITAL,A,N,Y,1376984.1,BUSINESS,N,N,Y,N,N
33000415.7143,FEMALE,34.29,SINGLE,MID,6.03,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1375498.24,BUSINESS,N,N,Y,N,N
23599830,MALE,38.2,OTHER,MID,7.23,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1372240.67,BUSINESS,N,N,N,N,N
97434558.5714,MALE,24.51,SINGLE,MID,7.31,CORDILLERA ADMINISTRATIVE REGION (CAR),DIGITAL,A,N,N,1366221.19,BUSINESS,N,N,N,N,N
127268842.8571,MALE,55.29,MARRIED,LOW,13.07,MIMAROPA REGION,TRADITIONAL,A,N,N,1362299.84,BUSINESS,N,N,N,N,N
105293100,FEMALE,47.01,SEPARATED,MID,18.6,REGION IV-A (CALABARZON),DIGITAL,A,Y,Y,1357600.55,BUSINESS,N,N,N,N,Y
93470442.8571,MALE,51.74,MARRIED,HIGH,25.14,NATIONAL CAPITAL REGION,DIGITAL,A,Y,Y,1349203.8,BUSINESS,N,N,Y,N,Y
64311944.2857,MALE,49.12,SINGLE,LOW,9.22,REGION XI (DAVAO REGION),TRADITIONAL,A,N,N,1347565.26,BUSINESS,N,N,Y,N,N
98213001.4286,FEMALE,67.53,WIDOW(ER),MID,15.35,REGION VII (CENTRAL VISAYAS),TRADITIONAL,A,N,N,1341169.99,BUSINESS,N,N,Y,Y,Y
108923345.7143,MALE,1.82,SINGLE,MID,1.4,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1335616.33,BUSINESS,N,N,Y,N,N
107508401.4286,FEMALE,30.35,MARRIED,MID,9.4,REGION IV-A (CALABARZON),DIGITAL,A,N,Y,1331893.71,BUSINESS,N,N,Y,N,N
136748614.2857,MALE,73.81,MARRIED,MID,22.9,REGION I (ILOCOS REGION),TRADITIONAL,A,N,N,1329520.13,BUSINESS,N,N,Y,Y,N
66195460,FEMALE,55.88,MARRIED,MID,17.1,REGION X (NORTHERN MINDANAO),TRADITIONAL,A,N,N,1323711.52,BUSINESS,N,N,N,N,N
79683872.8571,FEMALE,32.12,SINGLE,MID,11.7,REGION VIII (EASTERN VISAYAS),DIGITAL,A,N,N,1320457.14,BUSINESS,N,N,Y,N,N
39144942.8571,FEMALE,48.25,SINGLE,MID,17.69,REGION V (BICOL REGION),TRADITIONAL,A,N,Y,1316891.51,BUSINESS,N,N,N,N,N
62980514.2857,MALE,74.07,MARRIED,MID,17.54,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1312725.08,BUSINESS,N,N,Y,Y,N
26836171.4286,MALE,40.32,MARRIED,MID,21.49,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1306473.61,BUSINESS,N,N,Y,N,Y
50383271.4286,FEMALE,33.86,SINGLE,LOW,13.6,REGION XII (SOCCSKSARGEN),NO_DATA,A,N,N,1299998.86,BUSINESS,N,N,N,N,N
22324385.7143,FEMALE,52.85,MARRIED,MID,17.52,REGION XI (DAVAO REGION),DIGITAL,A,Y,Y,1297702.49,BUSINESS,N,N,Y,N,N
1383644.2857,MALE,40.41,MARRIED,HIGH,11.11,REGION X (NORTHERN MINDANAO),DIGITAL,A,N,N,1297273.44,BUSINESS,N,N,Y,N,Y
14894942.8571,MALE,57.48,MARRIED,LOW,18.83,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1295733.98,BUSINESS,N,N,N,N,N
77730574.2857,FEMALE,39.96,SINGLE,MID,7.69,REGION XI (DAVAO REGION),DIGITAL,A,Y,N,1294708.6,BUSINESS,N,N,N,N,Y
139753644.2857,FEMALE,42.72,MARRIED,MID,9.46,REGION X (NORTHERN MINDANAO),DIGITAL,A,N,N,1291460.56,BUSINESS,N,N,Y,N,N
95472242.8571,MALE,75.01,MARRIED,LOW,17.98,REGION II (CAGAYAN VALLEY),DIGITAL,A,N,N,1291175.81,BUSINESS,N,N,N,Y,Y
125442472.8571,MALE,37.38,MARRIED,MID,11.51,REGION III (CENTRAL LUZON),DIGITAL,A,N,N,1285458.89,BUSINESS,N,N,Y,N,N
121571244.2857,MALE,37.87,MARRIED,MID,7.71,REGION V (BICOL REGION),TRADITIONAL,A,N,N,1277760.69,BUSINESS,N,N,Y,N,N
38417714.2857,MALE,52.03,MARRIED,MID,22.75,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,Y,1272898.4,BUSINESS,N,N,N,N,Y
87907572.8571,MALE,54.43,SINGLE,MID,14.17,REGION VI (WESTERN VISAYAS),DIGITAL,A,N,Y,1271742.95,BUSINESS,N,N,N,N,N
48812317.1429,MALE,58.72,OTHER,LOW,2.98,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,1263947.22,BUSINESS,N,N,Y,N,N
130070615.7143,MALE,37.52,MARRIED,MID,12.87,REGION X (NORTHERN MINDANAO),DIGITAL,A,N,N,1263231.23,BUSINESS,N,N,Y,N,N
18071031.4286,FEMALE,34.92,MARRIED,MID,1.98,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1259994.75,BUSINESS,N,N,N,N,N
57737172.8571,FEMALE,36.81,MARRIED,MID,10.15,REGION IV-A (CALABARZON),TRADITIONAL,A,N,Y,1242755.22,BUSINESS,N,N,Y,N,N
73749630,MALE,65.28,MARRIED,MID,9.63,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,N,N,1239626.07,BUSINESS,N,N,N,Y,Y
80659557.1429,MALE,36.43,MARRIED,LOW,15.8,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1232106.45,BUSINESS,N,N,Y,N,N
99200687.1429,FEMALE,38.63,SINGLE,MID,8.1,REGION IX (ZAMBOANGA PENINSULA),TRADITIONAL,A,N,Y,1231765.85,BUSINESS,N,N,N,N,N
132134745.7143,FEMALE,37.66,MARRIED,MID,3.52,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1225447.72,BUSINESS,N,N,N,N,N
51571172.8571,FEMALE,33.66,SINGLE,MID,12.44,REGION III (CENTRAL LUZON),DIGITAL,A,N,Y,1216993.74,BUSINESS,N,N,Y,N,Y
14081174.2857,MALE,66.79,MARRIED,MID,3.75,REGION VI (WESTERN VISAYAS),TRADITIONAL,A,N,N,1212903.88,BUSINESS,N,N,N,Y,N
64790872.8571,FEMALE,41.98,MARRIED,HIGH,12.61,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,1207013.72,BUSINESS,N,Y,N,N,N
3420228.5714,FEMALE,44.18,MARRIED,MID,18.81,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,Y,1200000.18,BUSINESS,N,N,N,N,N
103020414.2857,MALE,62.77,MARRIED,MID,14.53,REGION IX (ZAMBOANGA PENINSULA),TRADITIONAL,A,N,Y,1187575.66,BUSINESS,N,N,N,Y,N
100252815.7143,FEMALE,31.17,MARRIED,MID,8.98,REGION XI (DAVAO REGION),DIGITAL,A,N,N,1185196.35,BUSINESS,N,N,Y,N,N
4676317.1429,FEMALE,41.61,MARRIED,MID,2.3,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1183408.05,BUSINESS,N,N,Y,N,N
61307158.5714,MALE,37.07,SINGLE,MID,13.17,REGION VII (CENTRAL VISAYAS),TRADITIONAL,A,N,N,1183146.94,BUSINESS,N,N,N,N,N
59746928.5714,MALE,46.57,SINGLE,HIGH,19.73,REGION IV-A (CALABARZON),DIGITAL,A,Y,Y,1178833.65,BUSINESS,N,N,Y,N,N
65887031.4286,MALE,41.81,MARRIED,NO_DATA,2.73,REGION IV-A (CALABARZON),DIGITAL,A,N,Y,1173747.35,BUSINESS,N,N,N,N,N
74533300,FEMALE,61.09,SINGLE,MID,25.12,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1167664.98,BUSINESS,N,N,Y,Y,N
122135257.1429,FEMALE,53.57,MARRIED,MID,14.02,REGION VIII (EASTERN VISAYAS),DIGITAL,A,N,N,1164998.57,BUSINESS,N,N,N,N,N
62560815.7143,MALE,30.31,SINGLE,MID,6.47,REGION V (BICOL REGION),TRADITIONAL,A,N,N,1163737.54,BUSINESS,N,N,N,N,Y
128092230,MALE,33.48,SINGLE,MID,7.45,REGION I (ILOCOS REGION),DIGITAL,A,N,N,1160053.9,BUSINESS,N,N,Y,N,N
2800314.2857,MALE,61.71,MARRIED,MID,24.44,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,Y,N,1160022.64,BUSINESS,N,N,Y,Y,N
122810342.8571,MALE,67.08,MARRIED,MID,22.01,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1156375.23,BUSINESS,N,N,Y,Y,N
36315057.1429,MALE,56.01,MARRIED,MID,21.58,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1151855.59,BUSINESS,N,N,Y,N,N
126863288.5714,FEMALE,39.78,MARRIED,MID,6.6,REGION III (CENTRAL LUZON),DIGITAL,A,N,N,1146906.88,BUSINESS,N,N,N,N,N
97131071.4286,FEMALE,45.11,SEPARATED,MID,18.46,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,1145963.49,BUSINESS,N,N,N,N,N
72387460,MALE,42.36,SINGLE,MID,5.49,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1144686.51,BUSINESS,N,N,N,N,N
58786730,MALE,45.05,MARRIED,MID,12.67,REGION VI (WESTERN VISAYAS),TRADITIONAL,A,N,Y,1144066.77,BUSINESS,N,N,N,N,N
33590928.5714,FEMALE,44.7,MARRIED,MID,19.21,REGION IV-A (CALABARZON),DIGITAL,A,N,Y,1142514.28,BUSINESS,N,N,Y,N,N
34254158.5714,MALE,64.61,MARRIED,MID,12.98,REGION X (NORTHERN MINDANAO),TRADITIONAL,A,N,N,1142481.06,BUSINESS,N,N,N,Y,N
87551001.4286,FEMALE,44.01,MARRIED,MID,13.38,CORDILLERA ADMINISTRATIVE REGION (CAR),DIGITAL,A,N,N,1130602.38,BUSINESS,N,N,Y,N,N
92732301.4286,MALE,59.14,MARRIED,MID,11.79,REGION XI (DAVAO REGION),TRADITIONAL,A,Y,N,1124999.14,BUSINESS,N,N,N,Y,N
75140685.7143,MALE,51.94,MARRIED,HIGH,18.58,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1123977.18,BUSINESS,N,N,N,N,N
63643458.5714,MALE,37.91,MARRIED,MID,13.02,NATIONAL CAPITAL REGION,DIGITAL,A,N,Y,1119869.72,BUSINESS,N,N,Y,N,N
142361101.4286,FEMALE,33.8,MARRIED,MID,6.73,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1119053.84,BUSINESS,N,N,Y,N,Y
119470742.8571,MALE,51.91,MARRIED,MID,24.01,REGION IV-A (CALABARZON),DIGITAL,A,N,N,1117317.89,BUSINESS,N,N,Y,N,N
1464200,FEMALE,54.24,MARRIED,MID,20.97,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,1114122.02,BUSINESS,N,N,Y,N,N
55257787.1429,MALE,42.35,MARRIED,MID,10.24,REGION VI (WESTERN VISAYAS),DIGITAL,A,N,N,1113269.77,BUSINESS,N,N,Y,N,N
99270244.2857,MALE,46.86,SINGLE,MID,8.31,REGION III (CENTRAL LUZON),TRADITIONAL,A,Y,Y,1105803.63,BUSINESS,N,N,Y,N,N
45627644.2857,FEMALE,56.05,SEPARATED,MID,8.96,REGION III (CENTRAL LUZON),NO_DATA,A,N,N,1103974.99,BUSINESS,N,N,N,N,N
65144300,FEMALE,70.64,WIDOW(ER),MID,25.97,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,Y,1101566.49,BUSINESS,N,N,Y,Y,N
42088687.1429,MALE,32.56,SINGLE,MID,6.28,REGION VII (CENTRAL VISAYAS),DIGITAL,A,N,N,1101081.27,BUSINESS,N,N,Y,N,N
124145114.2857,MALE,29.99,SINGLE,MID,14.67,REGION VI (WESTERN VISAYAS),DIGITAL,A,N,Y,1097615.95,BUSINESS,N,N,N,N,Y
121272317.1429,FEMALE,2.88,SINGLE,MID,2.27,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,1091576.13,BUSINESS,N,N,Y,N,N
12238602.8571,FEMALE,37.96,SINGLE,LOW,4.26,REGION XIII (CARAGA),TRADITIONAL,A,N,N,1088546.65,BUSINESS,N,N,N,N,Y
46738115.7143,MALE,31.9,SINGLE,MID,6.14,REGION III (CENTRAL LUZON),DIGITAL,A,N,Y,1085108.36,BUSINESS,N,N,N,N,N
126558300,MALE,50.82,MARRIED,MID,22.93,REGION IV-A (CALABARZON),TRADITIONAL,A,Y,N,1072690.14,BUSINESS,N,N,Y,N,N
70092371.4286,MALE,57.53,MARRIED,HIGH,16.77,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,N,1071035.19,BUSINESS,N,N,N,N,Y
116271344.2857,FEMALE,33.83,SINGLE,MID,10.03,REGION XIII (CARAGA),DIGITAL,A,N,N,1067194.6,BUSINESS,N,N,Y,N,N
17147572.8571,MALE,37.56,SINGLE,MID,14.3,REGION X (NORTHERN MINDANAO),TRADITIONAL,A,Y,Y,1062174.27,BUSINESS,N,N,Y,N,N
42812401.4286,FEMALE,29.23,SINGLE,MID,8.43,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,1056986.32,BUSINESS,N,N,Y,N,N
94011902.8571,MALE,49.25,MARRIED,LOW,2.57,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,1054197.04,BUSINESS,N,N,Y,N,N
25875345.7143,MALE,36.6,MARRIED,MID,-0.02,REGION IV-A (CALABARZON),DIGITAL,A,N,Y,1050048.16,BUSINESS,N,N,N,N,N
110302514.2857,MALE,49.16,MARRIED,HIGH,18.35,REGION VI (WESTERN VISAYAS),TRADITIONAL,A,Y,N,1049083.75,BUSINESS,N,N,Y,N,N
80351000,MALE,70.32,MARRIED,MID,26.79,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1048827.5,BUSINESS,N,N,Y,Y,N
103701914.2857,MALE,61.86,SINGLE,MID,22.72,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,1044807.41,BUSINESS,N,N,Y,Y,Y
19580285.7143,MALE,77.23,MARRIED,MID,25.57,REGION III (CENTRAL LUZON),DIGITAL,A,N,Y,1041778.3,BUSINESS,N,N,N,Y,N
135910344.2857,MALE,52.6,SINGLE,MID,11.35,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1041121.45,BUSINESS,N,N,N,N,N
66986387.1429,FEMALE,38.29,MARRIED,MID,9.51,REGION X (NORTHERN MINDANAO),TRADITIONAL,A,Y,Y,1040398.07,BUSINESS,N,N,N,N,N
75723300,MALE,52.5,MARRIED,HIGH,24.22,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1039277.98,BUSINESS,N,N,Y,N,N
60365414.2857,MALE,47.59,MARRIED,MID,14.76,CORDILLERA ADMINISTRATIVE REGION (CAR),DIGITAL,A,Y,Y,1036835.57,BUSINESS,N,N,N,N,N
57709571.4286,FEMALE,59.77,WIDOW(ER),MID,25.87,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,Y,1035403.63,BUSINESS,N,N,Y,Y,N
99795885.7143,FEMALE,49.41,SINGLE,MID,23.14,REGION V (BICOL REGION),DIGITAL,A,N,Y,1034786.54,BUSINESS,N,N,Y,N,N
104706888.5714,FEMALE,39.8,SINGLE,MID,3.84,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1032621.71,BUSINESS,N,N,Y,N,N
90956230,FEMALE,40.75,MARRIED,LOW,8.82,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,Y,1030453.9,BUSINESS,N,N,N,N,N
119383300,FEMALE,76.37,WIDOW(ER),MID,25.81,REGION IV-A (CALABARZON),TRADITIONAL,A,N,Y,1024278.39,BUSINESS,N,N,Y,Y,N
117764428.5714,MALE,64.5,MARRIED,MID,25.83,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,Y,1024037.19,BUSINESS,N,N,Y,Y,N
82840515.7143,MALE,41.62,MARRIED,MID,9.7,NATIONAL CAPITAL REGION,DIGITAL,A,Y,Y,1019321.73,BUSINESS,N,N,Y,N,N
139591285.7143,FEMALE,66.08,MARRIED,HIGH,23.42,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1014501.6,BUSINESS,N,N,Y,Y,N
52985971.4286,MALE,37.06,SINGLE,LOW,16.17,REGION X (NORTHERN MINDANAO),DIGITAL,A,N,Y,1001245.44,BUSINESS,N,N,Y,N,Y
180657.1429,MALE,60.46,MARRIED,MID,20.82,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,Y,Y,1000002.46,BUSINESS,N,N,N,N,N
20711288.5714,FEMALE,42.95,MARRIED,MID,7.25,REGION III (CENTRAL LUZON),NO_DATA,A,N,N,1000001.95,BUSINESS,N,N,N,N,N
95218460,MALE,44.85,SINGLE,MID,4.72,REGION XI (DAVAO REGION),DIGITAL,A,N,N,1000001.85,BUSINESS,N,N,N,N,Y
50485101.4286,MALE,49.65,MARRIED,LOW,9.74,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1000001.65,BUSINESS,N,N,N,N,N
97269745.7143,MALE,57.08,MARRIED,MID,4.02,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1000001.08,BUSINESS,N,N,N,N,N
20346317.1429,MALE,34.05,SINGLE,MID,4.76,REGION IV-A (CALABARZON),DIGITAL,A,Y,N,1000001.05,BUSINESS,N,N,Y,N,Y
114514717.1429,MALE,32.88,MARRIED,MID,6.7,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1000000.88,BUSINESS,N,N,Y,N,N
142107145.7143,MALE,36.78,MARRIED,MID,6.81,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1000000.78,BUSINESS,N,N,N,N,Y
91614057.1429,FEMALE,54.7,MARRIED,MID,21.51,NATIONAL CAPITAL REGION,DIGITAL,A,N,Y,1000000.7,BUSINESS,N,N,Y,N,N
45007374.2857,FEMALE,33.63,MARRIED,LOW,1.15,NO_DATA,NO_DATA,A,N,N,1000000.63,BUSINESS,N,N,N,N,N
45634771.4286,MALE,51.58,MARRIED,MID,22.41,REGION III (CENTRAL LUZON),DIGITAL,A,Y,N,1000000.58,BUSINESS,N,N,Y,N,N
138330585.7143,MALE,68.56,MARRIED,MID,24.96,NO_DATA,NO_DATA,A,Y,N,1000000.56,BUSINESS,N,N,N,Y,N
73889745.7143,MALE,37.52,MARRIED,MID,3.56,NO_DATA,NO_DATA,A,N,N,1000000.52,BUSINESS,N,N,N,N,N
73303115.7143,FEMALE,55.46,MARRIED,MID,8.12,NATIONAL CAPITAL REGION,NO_DATA,A,N,N,1000000.46,BUSINESS,N,N,N,N,Y
31319871.4286,FEMALE,67.43,MARRIED,MID,24.55,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,1000000.43,BUSINESS,N,N,Y,Y,N
78127157.1429,MALE,55.41,MARRIED,NO_DATA,26.62,REGION VI (WESTERN VISAYAS),TRADITIONAL,A,N,N,1000000.41,BUSINESS,N,N,Y,N,N
57756474.2857,MALE,41.18,MARRIED,MID,2.19,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1000000.18,BUSINESS,N,N,N,N,N
30867757.1429,MALE,47.14,SINGLE,LOW,22.91,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,1000000.14,BUSINESS,N,N,N,N,Y
30756728.5714,MALE,54.04,MARRIED,MID,24.16,REGION V (BICOL REGION),TRADITIONAL,A,N,Y,1000000.04,BUSINESS,N,N,N,N,N
114571588.5714,FEMALE,29.03,SINGLE,MID,5.21,NO_DATA,NO_DATA,A,N,Y,1000000.03,BUSINESS,N,N,N,N,N
82768215.7143,FEMALE,59.01,MARRIED,MID,9.59,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,N,1000000.01,BUSINESS,N,N,N,N,N
132503730,MALE,41.89,MARRIED,MID,12.54,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,999999.89,BUSINESS,N,N,N,N,N
129430272.8571,MALE,52.88,MARRIED,MID,6.72,REGION IV-A (CALABARZON),TRADITIONAL,A,Y,Y,999999.88,BUSINESS,N,N,N,N,N
42523387.1429,MALE,60.72,MARRIED,LOW,8.04,REGION X (NORTHERN MINDANAO),TRADITIONAL,A,Y,Y,999999.72,BUSINESS,N,N,Y,Y,N
121596844.2857,MALE,37.62,MARRIED,MID,5.85,REGION IX (ZAMBOANGA PENINSULA),TRADITIONAL,A,Y,N,999999.62,BUSINESS,N,N,N,N,N
63420317.1429,MALE,64.6,MARRIED,MID,3.75,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,N,N,999999.6,BUSINESS,N,N,N,Y,N
69151302.8571,MALE,39.55,MARRIED,MID,3.98,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,999999.55,BUSINESS,N,N,N,N,N
56797757.1429,MALE,72.49,MARRIED,MID,22.23,REGION X (NORTHERN MINDANAO),DIGITAL,A,N,N,999999.49,BUSINESS,N,N,Y,Y,Y
56003285.7143,MALE,62.46,MARRIED,MID,30.6,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,N,999999.46,BUSINESS,N,N,Y,Y,N
67437202.8571,FEMALE,36.46,MARRIED,MID,1.2,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,N,Y,999999.46,BUSINESS,N,N,N,N,N
58738571.4286,MALE,76.44,MARRIED,MID,25.66,REGION I (ILOCOS REGION),TRADITIONAL,A,Y,N,999999.44,BUSINESS,N,N,N,Y,Y
115397931.4286,MALE,29.4,MARRIED,MID,0.26,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,999999.4,BUSINESS,N,N,Y,N,N
64334331.4286,MALE,56.38,SINGLE,MID,2.1,REGION VII (CENTRAL VISAYAS),TRADITIONAL,A,N,N,999999.38,BUSINESS,N,N,Y,N,N
25290657.1429,MALE,53.3,MARRIED,MID,17.7,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,Y,999999.3,BUSINESS,N,N,Y,N,N
32360415.7143,MALE,55.26,MARRIED,HIGH,5.98,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,999999.26,BUSINESS,N,N,N,N,N
5925730,MALE,55.22,MARRIED,LOW,12.27,NO_DATA,NO_DATA,A,N,N,999999.22,BUSINESS,N,N,N,N,N
12979085.7143,MALE,68.2,MARRIED,MID,17.68,NATIONAL CAPITAL REGION,NO_DATA,A,N,N,999999.2,BUSINESS,N,N,N,Y,N
20975801.4286,MALE,54.11,MARRIED,MID,8.46,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,999999.11,BUSINESS,N,N,N,N,N
132244215.7143,FEMALE,42.94,MARRIED,MID,9.41,NATIONAL CAPITAL REGION,DIGITAL,A,N,Y,999998.94,BUSINESS,N,N,N,N,N
98420617.1429,FEMALE,51.93,WIDOW(ER),MID,11.5,NATIONAL CAPITAL REGION,NO_DATA,A,N,N,999998.93,BUSINESS,N,N,N,N,N
136642574.2857,MALE,44.87,MARRIED,MID,4.23,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,Y,Y,999998.87,BUSINESS,N,N,N,N,N
139370887.1429,FEMALE,48.87,SINGLE,MID,10.72,MIMAROPA REGION,DIGITAL,A,Y,N,999998.87,BUSINESS,N,N,N,N,N
42092587.1429,MALE,42.8,MARRIED,HIGH,11.31,REGION XI (DAVAO REGION),TRADITIONAL,A,N,N,999998.8,BUSINESS,N,N,N,N,Y
133504758.5714,FEMALE,41.75,SINGLE,MID,11.24,REGION XI (DAVAO REGION),TRADITIONAL,A,N,N,999998.75,BUSINESS,N,N,N,N,N
87169428.5714,MALE,83.71,MARRIED,MID,27.02,NO_DATA,NO_DATA,A,N,N,999998.71,BUSINESS,N,N,N,Y,N
103416400,MALE,57.48,MARRIED,HIGH,14.18,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,999998.48,BUSINESS,N,N,N,N,N
27383460,FEMALE,41.32,MARRIED,MID,1.83,NO_DATA,NO_DATA,A,N,N,999998.32,BUSINESS,N,N,N,N,N
130022428.5714,FEMALE,55.06,SINGLE,MID,25.76,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,N,999998.06,BUSINESS,N,N,Y,N,N
66819600,MALE,62.05,MARRIED,MID,22.15,NATIONAL CAPITAL REGION,NO_DATA,A,Y,Y,999998.05,BUSINESS,N,N,N,Y,Y
27475385.7143,MALE,46.05,MARRIED,MID,15.72,REGION XI (DAVAO REGION),TRADITIONAL,A,N,N,999998.05,BUSINESS,N,N,N,N,N
138889558.5714,MALE,30.8,SINGLE,MID,5.19,REGION XI (DAVAO REGION),DIGITAL,A,N,N,999997.8,BUSINESS,N,N,N,N,N
122222314.2857,FEMALE,45.2,MARRIED,MID,23.3,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,998189.9,BUSINESS,N,N,Y,N,N
126663214.2857,MALE,45.26,MARRIED,MID,20.43,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,Y,996610.21,BUSINESS,N,N,N,N,Y
24997357.1429,FEMALE,45.24,MARRIED,MID,20.54,REGION XI (DAVAO REGION),TRADITIONAL,A,Y,Y,994997.3,BUSINESS,N,N,N,N,N
122116017.1429,FEMALE,33.8,MARRIED,LOW,4.87,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,994124.49,BUSINESS,N,N,N,N,N
40907887.1429,FEMALE,47.76,MARRIED,MID,12.76,REGION III (CENTRAL LUZON),DIGITAL,A,Y,Y,992521.07,BUSINESS,N,N,Y,N,N
85740701.4286,MALE,47.45,MARRIED,LOW,4.96,REGION XI (DAVAO REGION),TRADITIONAL,A,N,N,991007.78,BUSINESS,N,N,N,N,N
130989087.1429,MALE,43.03,SINGLE,MID,9.15,REGION IV-A (CALABARZON),DIGITAL,A,N,N,988985.66,BUSINESS,N,N,Y,N,N
35888717.1429,MALE,50.32,MARRIED,MID,5.29,NATIONAL CAPITAL REGION,DIGITAL,A,N,Y,987763.93,BUSINESS,N,N,N,N,N
137966015.7143,MALE,43.11,MARRIED,MID,11.03,REGION VIII (EASTERN VISAYAS),DIGITAL,A,Y,Y,985260.92,BUSINESS,N,N,N,N,Y
62014301.4286,MALE,69.31,MARRIED,MID,13.48,REGION VII (CENTRAL VISAYAS),DIGITAL,A,Y,Y,984325.89,BUSINESS,N,N,Y,Y,N
68386700,FEMALE,57.76,SINGLE,MID,14.15,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,983176.02,BUSINESS,N,N,Y,N,N
122386000,MALE,39.15,SINGLE,MID,24.27,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,982752.24,BUSINESS,N,N,Y,N,N
131353600,MALE,66.32,MARRIED,MID,22.42,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,982536.85,BUSINESS,N,N,N,Y,N
129093460,MALE,38.32,MARRIED,MID,3.91,REGION XII (SOCCSKSARGEN),DIGITAL,A,N,N,979763.82,BUSINESS,N,N,N,N,N
105059971.4286,MALE,48.31,MARRIED,MID,13.46,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,969998.31,BUSINESS,N,N,N,N,N
